village,room,size,direction,price,age,area,position,id
慈云寺,3室1厅,12,东,3060,1992年建塔楼,朝阳,红庙,BJ0004405598
团结湖北里,3室1厅,8,西,3060,1981年建塔楼,朝阳,团结湖,BJ0004398661
团结湖北里,3室1厅,8,北,3060,1981年建塔楼,朝阳,团结湖,BJ0004398662
瞰都国际,3室1厅,13,东,3090,2006年建塔楼,朝阳,朝阳公园,BJ0004405743
大山子北里,3室1厅,11,东,3090,1964年建板楼,朝阳,大山子,BJ0004393742
朝阳旺角,4室1厅,17,南,3090,2007年建板楼,朝阳,双桥,BJ0004233128
土星园,3室1厅,8,西,3090,2009年建板塔结合,朝阳,西坝河,BJ0004399824
安慧北里逸园,3室1厅,10,东,3090,1997年建塔楼,朝阳,亚运村,BJ0004387869
朝阳公园西里北区,3室1厅,10,北,3090,1994年建板楼,朝阳,农展馆,BJ0004385976
西坝河南里,3室1厅,8,北,3130,1988年建板塔结合,朝阳,西坝河,BJ0004350060
九龙花园,4室1厅,11,东,3130,1999年建板塔结合,朝阳,双井,BJ0004400628
秀水园,3室1厅,10,南,3130,1996年建板塔结合,朝阳,甜水园,BJ0004394342
南湖中园二区,3室1厅,8,南,3130,1999年建板楼,朝阳,望京,BJ0004350315
世安家园,3室1厅,11,南,3130,1999年建塔楼,朝阳,望京,BJ0004272826
芍药居北里,3室1厅,9,东,3130,2008年建板塔结合,朝阳,芍药居,BJ0004387876
秀水园,3室1厅,10,东,3160,1996年建板塔结合,朝阳,甜水园,BJ0004404955
丽都职工宿舍,3室1厅,9,西南,3160,1989年建塔楼,朝阳,酒仙桥,BJ0004394338
东润枫景三期,4室1厅,8,南,3160,2003年建板楼,朝阳,朝阳公园,BJ0004308585
九龙花园,4室1厅,11,南,3190,1999年建板塔结合,朝阳,双井,BJ0004400698
芍药居北里,3室1厅,10,西,3190,2008年建板塔结合,朝阳,芍药居,BJ0004387868
南湖渠三巷6号院,3室1厅,10,南,3190,2000年建板楼,朝阳,望京,BJ0004395124
西坝河东里,3室1厅,7,东,3190,1987年建塔楼,朝阳,西坝河,BJ0004383712
都会华庭,4室1厅,12,东,3230,2001年建塔楼,朝阳,十里堡,BJ0004403987
华腾园,3室1厅,11,西,3230,2000年建塔楼,朝阳,劲松,BJ0004401292
拂林园,4室1厅,14,南,3230,2003年建塔楼,朝阳,北苑,BJ0004401050
世安家园,3室1厅,13,西,3230,2001年建塔楼,朝阳,望京,BJ0004126069
天润福熙大道,3室1厅,11,南,3260,2011年建板楼,朝阳,北苑,BJ0004405495
万象新天四区,5室1厅,15,南,3290,2005年建板塔结合,朝阳,常营,BJ0004400763
安慧北里逸园,3室1厅,10,东,3330,1997年建塔楼,朝阳,亚运村,BJ0004387874
惠新里小区,3室1厅,11,东,3360,1984年建板楼,朝阳,惠新西街,BJ0004401146
酒仙桥三街坊,3室1厅,13,南,3390,1992年建板楼,朝阳,酒仙桥,BJ0004394358
宏源公寓,4室1厅,11,西,3390,2001年建塔楼,朝阳,大山子,BJ0004390328
金泰先锋北区,4室1厅,17,南,3430,2008年建板塔结合,朝阳,百子湾,BJ0004403314
芍药居北里,3室1厅,10,南,3430,2008年建板塔结合,朝阳,芍药居,BJ0004373653
北苑家园莲葩园,4室1厅,21,南,3430,2004年建塔楼,朝阳,北苑,BJ0004401968
望京新城,3室1厅,9,西南,3430,1997年建塔楼,朝阳,望京,BJ0004391297
世安家园,3室1厅,13,南,3460,1999年建塔楼,朝阳,望京,BJ0004403188
松榆西里,3室1厅,15,南,3460,1987年建塔楼,朝阳,潘家园,BJ0004403530
团结湖东里,3室1厅,14,南,3460,1990年建板楼,朝阳,团结湖,BJ0004268664
富力城A区,3室1厅,10,北,3490,2004年建板塔结合,朝阳,双井,BJ0004377623
枣营南里,2室1厅,9,南,3490,1990年建塔楼,朝阳,农展馆,BJ0004338889
西坝河南里,2室1厅,8,西,3490,1990年建塔楼,朝阳,西坝河,BJ0004363067
泰华滨河苑,3室1厅,11,南,3490,2004年建板楼,朝阳,朝阳公园,BJ0004400830
驼房营南里,3室1厅,21,西,3490,1999年建板楼,朝阳,酒仙桥,BJ0004400255
高家园五区,2室1厅,9,南,3490,1987年建板楼,朝阳,酒仙桥,BJ0004397498
酒仙桥三街坊,3室1厅,13,南,3490,1992年建板楼,朝阳,酒仙桥,BJ0004394357
磨房北里,2室1厅,14,南,3490,1989年建塔楼,朝阳,北工大,BJ0004375234
道家园,3室1厅,10,南,3490,1999年建板塔结合,朝阳,甜水园,BJ0004355274
艺水芳园,4室1厅,16,南,3490,2005年建板塔结合,朝阳,双桥,BJ0004365632
上东三角洲,3室1厅,16,西,3530,2009年建塔楼,朝阳,酒仙桥,BJ0004371550
百环家园,3室1厅,11,西,3530,2004年建塔楼,朝阳,双井,BJ0004367098
首城国际,3室1厅,10,南,3560,2010年建板塔结合,朝阳,双井,BJ0004401281
望京新城,3室1厅,12,东南,3560,1997年建塔楼,朝阳,望京,BJ0004362349
花家地小区,2室1厅,16,东南,3590,1993年建板楼,朝阳,望京,BJ0004403611
隆远阁,3室1厅,13,北,3590,2008年建板塔结合,朝阳,芍药居,BJ0004401595
北花园小区,4室1厅,13,南,3590,2013年建塔楼,朝阳,双桥,BJ0004389235
团结湖北五条,2室1厅,12,南,3590,1979年建板楼,朝阳,团结湖,BJ0004388892
首城国际,3室1厅,13,南,3630,2010年建板塔结合,朝阳,双井,BJ0004324406
水郡长安,4室1厅,17,南,3630,2008年建板塔结合,朝阳,双桥,BJ0004404297
望京新城,4室1厅,12,西南,3630,1997年建板塔结合,朝阳,望京,BJ0004371265
胜古南里,2室1厅,14,南,3630,1990年建板楼,朝阳,惠新西街,BJ0004384303
晶都国际,3室1厅,16,北,3630,2006年建板塔结合,朝阳,酒仙桥,BJ0004382837
东大桥路,2室1厅,10,东,3630,1984年建塔楼,朝阳,朝阳门外,BJ0004384406
东岸,3室1厅,12,南,3660,2008年建板塔结合,朝阳,石佛营,BJ0004402763
梵谷水郡,4室1厅,17,西,3660,2008年建塔楼,朝阳,酒仙桥,BJ0004363754
燕莎后,3室1厅,18,东南,3690,2005年建板楼,朝阳,酒仙桥,BJ0004405865
和平街十四区,3室1厅,11,南,3690,1977年建板楼,朝阳,和平里,BJ0004404068
碧水园,3室1厅,13,西,3690,2000年建塔楼,朝阳,甜水园,BJ0004401770
珠江绿洲,5室1厅,16,南,3690,2005年建板楼,朝阳,双桥,BJ0004335780
芳园里,3室1厅,14,南,3690,1990年建板楼,朝阳,酒仙桥,BJ0004393850
都市心海岸,4室1厅,17,南,3760,2003年建板塔结合,朝阳,望京,BJ0004391165
远洋天地二期,3室1厅,25,东,3790,2002年建塔楼,朝阳,四惠,BJ0004393733
都会华庭,4室1厅,12,南,3790,2001年建塔楼,朝阳,十里堡,BJ0004403984
晶都国际,4室1厅,11,南,3790,2006年建板塔结合,朝阳,酒仙桥,BJ0004397494
农展南里,3室1厅,11,南,3790,1987年建板楼,朝阳,农展馆,BJ0004388895
晶都国际,3室1厅,12,西北,3790,2006年建板塔结合,朝阳,酒仙桥,BJ0004382836
管庄西里,1室1厅,40,南,3800,1987年建板楼,朝阳,管庄,101103000000
吉利家园,3室1厅,20,南,3830,2001年建塔楼,朝阳,芍药居,BJ0004399355
北窑地,2室1厅,16,南,3830,1974年建板楼,朝阳,大山子,BJ0004394194
南湖东园一区,3室1厅,16,南,3830,1998年建塔楼,朝阳,望京,BJ0004394792
晶都国际,3室1厅,15,南,3830,2006年建板塔结合,朝阳,酒仙桥,BJ0004353768
南湖东园一区,3室1厅,16,东,3860,1998年建塔楼,朝阳,望京,BJ0004394785
新纪家园,3室1厅,12,南,3860,2002年建塔楼,朝阳,太阳宫,BJ0004385965
安翔里小区,2室1厅,10,北,3860,1992年建板楼,朝阳,健翔桥,BJ0004355275
国美第一城2号院,4室1厅,18,西南,3890,2006年建板塔结合,朝阳,朝青,BJ0004397188
大屯里小区,2室1厅,18,北,3960,2003年建塔楼,朝阳,亚运村,BJ0004400019
晶都国际,3室1厅,15,南,3960,2006年建板塔结合,朝阳,酒仙桥,BJ0004393731
樱花园,2室1厅,8,南,3990,1986年建板楼,朝阳,惠新西街,BJ0004397621
合生国际花园,4室1厅,18,南,3990,2007年建板楼,朝阳,双井,BJ0004396889
首城国际,3室1厅,12,南,3990,2010年建板塔结合,朝阳,双井,BJ0004324851
京通苑,1室1厅,63,西南,4000,2000年建塔楼,朝阳,管庄,101103000000
北京青年城,1室0厅,33,北,4000,2003年建板塔结合,朝阳,北苑,101103000000
金海国际南区,3室1厅,17,西南,4030,2005年建塔楼,朝阳,百子湾,BJ0004362642
国际港,4室1厅,11,西,4030,2002年建塔楼,朝阳,燕莎,BJ0004384923
阳光100,3室2厅,8,西,4060,2002年建塔楼,朝阳,CBD,BJ0004366248
东方郁金香,1房间1卫,42,北,4100,2009年建板塔结合,朝阳,立水桥,101103000000
首都机场南路西里,2室1厅,48,南,4130,1980年建板楼,朝阳,首都机场,BJ0003726223
百环家园,4室1厅,14,东,4130,2005年建塔楼,朝阳,双井,BJ0004389014
华贸城,4室1厅,19,南,4160,2010年建板楼,朝阳,北苑,BJ0004382432
天居园,3室1厅,14,东,4160,2008年建塔楼,朝阳,奥林匹克公园,BJ0004376044
合生国际花园,4室1厅,21,南,4160,2007年建板楼,朝阳,双井,BJ0004383305
SOHO现代城,4室1厅,13,东,4190,2000年建塔楼,朝阳,CBD,BJ0004386364
康静里,2室1厅,58,南 北,4200,1995年建板楼,朝阳,东坝,101103000000
南平里,2室2厅,58,南 北,4200,1991年建板楼,朝阳,首都机场,101103000000
望馨花园,3室1厅,16,南,4230,2001年建塔楼,朝阳,望京,BJ0004366518
首城国际,3室1厅,16,南,4260,2010年建板塔结合,朝阳,双井,BJ0004401289
东一时区,1室1厅,58,南,4300,2005年建板楼,朝阳,双桥,101103000000
上线6号,1房间1卫,47,西,4300,2009年建板塔结合,朝阳,管庄,101103000000
望京花园西区,4室1厅,25,北,4330,2000年建板楼,朝阳,望京,BJ0004392620
水碓子西里,2室1厅,13,南,4330,1981年建板楼,朝阳,团结湖,BJ0004386009
富力城A区,3室1厅,11,北,4390,2004年建板塔结合,朝阳,双井,BJ0004403184
胜古北里,2室1厅,10,南,4390,1994年建板楼,朝阳,惠新西街,BJ0004400962
九龙花园,4室1厅,12,南,4390,1999年建板塔结合,朝阳,双井,BJ0004400627
晶都国际,4室1厅,20,北,4390,2006年建板塔结合,朝阳,酒仙桥,BJ0004397495
青年汇佳园,4室1厅,17,南,4430,2007年建板楼,朝阳,朝青,BJ0004403368
UHN国际村,4室1厅,10,北,4460,2002年建板楼,朝阳,三元桥,BJ0004379016
惠新里小区,3室1厅,8,北,4460,1993年建板楼,朝阳,惠新西街,BJ0004384321
水郡长安,1室0厅,56,北,4500,2008年建板塔结合,朝阳,双桥,101103000000
远洋一方林语苑,1室1厅,66,东 北,4500,2009年建板塔结合,朝阳,双桥,101103000000
首都机场南路西里,2室1厅,59,东 西,4500,1980年建板楼,朝阳,首都机场,101103000000
南平里,2室1厅,64,南,4500,1994年建板楼,朝阳,首都机场,101103000000
温泉东里,2室1厅,95,南 北,4500,2001年建板楼,朝阳,双桥,101103000000
东领鉴筑,1室1厅,63,东,4500,2005年建板塔结合,朝阳,定福庄,101103000000
天天朝阳,1室0厅,38,东,4500,2005年建塔楼,朝阳,甘露园,101103000000
康静里,2室1厅,57,南 北,4500,1994年建板楼,朝阳,东坝,101103000000
康静里,2室1厅,57,南 北,4500,1994年建板楼,朝阳,东坝,101103000000
保利金泉,4室1厅,24,东,4530,2008年建板塔结合,朝阳,亚运村,BJ0004403365
燕保祈东家园二期,1室1厅,59,南,4530,随时看房,朝阳,垡头,BJ0004369775
九龙花园,5室1厅,20,东,4590,2001年建塔楼,朝阳,双井,BJ0004392516
北京像素南区,1房间1卫,47,南,4600,2012年建板塔结合,朝阳,常营,101103000000
双惠小区,2室0厅,55,东 西,4600,2004年建板楼,朝阳,双桥,101103000000
垡头西里,2室1厅,65,南 北,4600,1993年建板楼,朝阳,垡头,101103000000
小红门乡新村二期D区,2室1厅,76,南 北,4600,4600,朝阳,十八里店,101103000000
珠江绿洲,1室1厅,32,北,4690,2003年建塔楼,朝阳,双桥,BJ0004404663
新纪家园,4室1厅,10,东,4690,2002年建塔楼,朝阳,太阳宫,BJ0004401047
晶都国际,4室1厅,16,南,4690,2006年建板塔结合,朝阳,酒仙桥,BJ0004397493
东土城路9号院,4室1厅,15,南,4690,1999年建板塔结合,朝阳,和平里,BJ0004385988
南平东里,2室1厅,82,南 北,4700,1998年建板楼,朝阳,首都机场,101103000000
定福庄西街,2室1厅,56,南 北,4700,1987年建板楼,朝阳,定福庄,101103000000
劲松七区,1室1厅,52,南,4700,1982年建板塔结合,朝阳,潘家园,101103000000
燕翔西里,2室1厅,62,南 北,4700,1989年建板楼,朝阳,首都机场,101103000000
慧谷时空,3室1厅,14,西,4790,2003年建塔楼,朝阳,望京,BJ0004390792
机场南路东里,2室1厅,54,南,4800,1979年建板楼,朝阳,首都机场,101103000000
北京像素南区,1房间1卫,50,西南,4800,2011年建板塔结合,朝阳,常营,101103000000
燕保祈东家园,2室1厅,79,南,4800,随时看房,朝阳,垡头,101103000000
燕保祈东家园,2室1厅,80,南 北,4800,随时看房,朝阳,垡头,101103000000
燕保祈东家园,2室1厅,76,南 北,4800,随时看房,朝阳,垡头,101103000000
大成国际,1室1厅,36,西,4890,2007年建板塔结合,朝阳,百子湾,BJ0004298245
CBD总部公寓二期,4室1厅,18,南,4890,2004年建板塔结合,朝阳,双井,BJ0004388534
九台2000家园,4室1厅,13,南,4930,2001年建塔楼,朝阳,亚运村,BJ0004389828
双桥北内小区,2室1厅,81,南 北,5000,2005年建板楼,朝阳,双桥,101103000000
瑞祥里,2室1厅,80,南,5000,2006年建板楼,朝阳,管庄,101103000000
延静西里,1室1厅,42,南,5000,1986年建板楼,朝阳,红庙,101103000000
美然动力A3区,1室1厅,53,南,5000,2002年建板楼,朝阳,定福庄,101103000000
和平街十一区,1室1厅,43,南,5000,1983年建塔楼,朝阳,和平里,101103000000
金隅康惠园,1室1厅,61,东,5090,2010年建板塔结合,朝阳,双桥,BJ0004403433
望京西园一区,4室1厅,28,南,5090,1997年建板楼,朝阳,望京,BJ0004401543
八里庄东里北巷,1室1厅,36,南,5090,1981年建板楼,朝阳,四惠,BJ0004400853
合生国际花园,4室1厅,18,东南,5090,2007年建板楼,朝阳,双井,BJ0004396888
SOHO现代城,4室1厅,15,东,5090,1999年建塔楼,朝阳,CBD,BJ0004365755
金隅康惠园,2室1厅,72,北,5100,2010年建塔楼,朝阳,双桥,101103000000
明天第一城7号院,2房间1卫,56,西北,5100,2007年建板塔结合,朝阳,立水桥,101103000000
北京新天地,2室1厅,68,北,5200,2009年建板塔结合,朝阳,常营,101103000000
武圣西里,2室1厅,53,东 西,5200,1978年建板楼,朝阳,劲松,101103000000
香河园中里,1室1厅,42,南,5200,1986年建板楼,朝阳,国展,101103000000
中海城紫鑫阁,2房间1卫,46,北,5200,2011年建塔楼,朝阳,成寿寺,101103000000
中海城紫鑫阁,2房间1卫,46,北,5200,2011年建塔楼,朝阳,成寿寺,101103000000
酷特区,1室0厅,39,西,5200,2006年建板塔结合,朝阳,石佛营,101103000000
金隅可乐,1房间1卫,52,东南,5200,2009年建塔楼,朝阳,双桥,101103000000
慧忠里,1室1厅,45,东南,5200,1993年建板楼,朝阳,亚运村,101103000000
酒仙桥八街坊,1室1厅,42,南 西,5200,1990年建板楼,朝阳,酒仙桥,101103000000
东一时区,2室1厅,62,西南,5230,2005年建塔楼,朝阳,双桥,BJ0004391792
磨房南里,1室1厅,41,南,5290,1992年建板楼,朝阳,北工大,BJ0004396887
酒仙桥三街坊,1室1厅,55,南 北,5300,1992年建板楼,朝阳,酒仙桥,101103000000
10AM新坐标,1室1厅,50,南,5300,2005年建塔楼,朝阳,方庄,101103000000
花家地北里,1室1厅,44,南,5300,1995年建塔楼,朝阳,望京,101103000000
恋日绿岛,2室2厅,120,南 西 北,5300,2005年建塔楼,朝阳,十八里店,101103000000
10AM新坐标,1室1厅,50,西南,5300,2005年建塔楼,朝阳,方庄,101103000000
垂杨柳西里,2室1厅,51,南 北,5300,1972年建板楼,朝阳,劲松,101103000000
双龙南里,1室1厅,31,东,5330,1994年建板楼,朝阳,华威桥,BJ0004390331
潘家园小区,1室1厅,43,南,5400,1994年建塔楼,朝阳,潘家园,101103000000
梵谷水郡,1室1厅,44,西南,5400,2008年建塔楼,朝阳,酒仙桥,101103000000
平乐园小区,1室1厅,46,南,5430,1994年建板楼,朝阳,北工大,BJ0004390155
炫特嘉园二期,1室1厅,40,北,5460,2004年建塔楼,朝阳,石佛营,BJ0004402791
北京城建福润四季,2室1厅,74,南,5490,随时看房,朝阳,东坝,BJ0004403840
石佛营东里小区,1室1厅,49,东,5490,1992年建板塔结合,朝阳,石佛营,BJ0004398713
劲松九区,2室1厅,61,东北,5500,1982年建塔楼,朝阳,劲松,101103000000
五建小区,2室1厅,64,南 北,5500,1993年建板楼,朝阳,定福庄,101103000000
南新园,3室1厅,78,东 西,5500,1995年建板楼,朝阳,华威桥,101103000000
左家庄南里,1室1厅,45,南,5500,1996年建板楼,朝阳,国展,101103000000
左家庄北里,1室1厅,42,南,5500,1995年建板楼,朝阳,国展,101103000000
松榆西里,2室1厅,56,南 北,5500,1993年建板楼,朝阳,潘家园,101103000000
劲松七区,2室1厅,57,南 北,5600,1982年建板塔结合,朝阳,潘家园,101103000000
北京新天地,1室1厅,67,西北,5600,2009年建板塔结合,朝阳,常营,101103000000
北京新天地,1室1厅,65,东南,5600,2009年建板塔结合,朝阳,常营,101103000000
胜古北里,3室1厅,56,南 北,5600,1980年建板楼,朝阳,惠新西街,101103000000
北京城建福润四季,2室1厅,75,南,5660,随时看房,朝阳,东坝,BJ0004390675
康家园,1室1厅,50,东,5690,1995年建板楼,朝阳,甘露园,BJ0004383319
常楹公元自由派,1房间1卫,56,北,5700,2015年建板楼,朝阳,管庄,101103000000
幸福二村,1室1厅,36,南,5700,1982年建板楼,朝阳,工体,101103000000
恒大江湾,2室1厅,89,西,5760,随时看房,朝阳,东坝,BJ0004403854
松榆西里,1室1厅,45,西,5790,1992年建塔楼,朝阳,潘家园,BJ0004399102
枣营北里,1室1厅,39,南,5800,1991年建塔楼,朝阳,农展馆,101103000000
花家地小区,1室1厅,43,西南,5800,1993年建板楼,朝阳,望京,101103000000
南沙滩小区,1室1厅,62,东,5800,1999年建塔楼,朝阳,南沙滩,101103000000
华贸城,1室0厅,54,南,5800,2011年建板塔结合,朝阳,北苑,101103000000
安苑东里一区,1室0厅,33,南,5800,2004年建板楼,朝阳,惠新西街,101103000000
慧忠里,1室1厅,47,南 北,5800,1993年建板楼,朝阳,亚运村,101103000000
砖角楼南里,1室1厅,43,南,5900,1993年建板楼,朝阳,和平里,101103000000
芍药居北里,1室1厅,45,南,5900,1994年建板楼,朝阳,芍药居,101103000000
万象新天四区,1室1厅,69,西北,5900,2005年建塔楼,朝阳,常营,101103000000
方丹苑,1室1厅,61,西,5900,2006年建塔楼,朝阳,潘家园,101103000000
左家庄甲12号院,1室1厅,36,南,6000,1981年建板楼,朝阳,国展,101103000000
安华西里一区,1室1厅,40,南,6000,1985年建板楼,朝阳,安贞,101103000000
观音惠园,2室1厅,101,南 北,6000,2006年建板楼,朝阳,百子湾,101103000000
八里庄北里小区,2室1厅,49,南,6000,1982年建板楼,朝阳,石佛营,101103000000
安贞里,1室1厅,58,南,6000,1985年建塔楼,朝阳,安贞,101103000000
潘家园南里,2室1厅,63,南 北,6000,1994年建板楼,朝阳,潘家园,101103000000
东亚望京中心,1房间1卫,39,东,6000,2008年建塔楼,朝阳,望京,101103000000
安慧北里秀园,1室1厅,48,南,6000,1993年建板楼,朝阳,亚运村,101103000000
酒仙桥路11号,2室1厅,53,南 北,6000,1993年建板楼,朝阳,酒仙桥,101103000000
人民日报社家属区,1室1厅,51,南 北,6000,1997年建板楼,朝阳,红庙,101103000000
松榆里,2室1厅,37,南,6060,1993年建塔楼,朝阳,潘家园,BJ0004302403
